date,n_sick,calls,temp,drivers_predicted,month,year,n_sick_monthly,calls_monthly
2016-04-01,73,8154.0,8.3,1631.1856140177395,4,2016,61.333333333333336,6776.0
2016-04-02,64,8526.0,10.2,1705.5852416550765,4,2016,,
2016-04-03,68,8088.0,13.5,1617.9856800820828,4,2016,,
2016-04-04,71,7044.0,15.8,1409.1867250998775,4,2016,,
2016-04-05,63,7236.0,15.7,1447.586532912697,4,2016,,
2016-04-06,70,6492.0,12.0,1298.7872776380225,4,2016,,
2016-04-07,64,6204.0,10.0,1241.187565918793,4,2016,,
2016-04-08,62,7614.0,8.5,1523.1861545441848,4,2016,,
2016-04-09,51,5706.0,8.7,1141.5880644042932,4,2016,,
2016-04-10,54,6606.0,8.3,1321.5871635268836,4,2016,,
2016-04-11,50,6822.0,9.5,1364.7869473163055,4,2016,,
2016-04-12,49,6060.0,10.8,1212.3877100591787,4,2016,,
2016-04-13,53,5964.0,12.9,1193.187806152769,4,2016,,
2016-04-14,52,5928.0,8.8,1185.9878421878655,4,2016,,
2016-04-15,63,7608.0,8.9,1521.9861605500346,4,2016,,
2016-04-16,55,6768.0,10.7,1353.9870013689501,4,2016,,
2016-04-17,51,7242.0,8.9,1448.7865269068475,4,2016,,
2016-04-18,59,6768.0,8.2,1353.9870013689501,4,2016,,
2016-04-19,57,8676.0,10.1,1735.585091508842,4,2016,,
2016-04-20,53,6270.0,9.1,1254.38749985445,4,2016,,
2016-04-21,63,7818.0,8.9,1563.9859503453056,4,2016,,
2016-04-22,68,5712.0,8.7,1142.7880583984438,4,2016,,
2016-04-23,62,5166.0,6.9,1033.588604930739,4,2016,,
2016-04-24,71,4884.0,4.3,977.1888872056604,4,2016,,
2016-04-25,72,5880.0,5.3,1176.3878902346607,4,2016,,
2016-04-26,65,6576.0,5.4,1315.5871935561306,4,2016,,
2016-04-27,62,7620.0,5.4,1524.3861485383356,4,2016,,
2016-04-28,66,6870.0,5.6,1374.3868992695102,4,2016,,
2016-04-29,64,7554.0,9.3,1511.1862146026792,4,2016,,
2016-04-30,65,5424.0,13.2,1085.1883466792149,4,2016,,
2016-05-01,54,8400.0,13.5,1680.385367777914,5,2016,56.064516129032256,7682.709677419355
2016-05-02,63,7782.0,13.6,1556.785986380402,5,2016,,
2016-05-03,61,7716.0,12.7,1543.5860524447453,5,2016,,
2016-05-04,58,8340.0,10.5,1668.385427836408,5,2016,,
2016-05-05,57,8064.0,14.2,1613.1857041054807,5,2016,,
2016-05-06,59,7404.0,17.8,1481.1863647489138,5,2016,,
2016-05-07,57,8868.0,19.4,1773.9848993216615,5,2016,,
2016-05-08,61,6504.0,19.3,1301.1872656263236,5,2016,,
2016-05-09,65,7788.0,19.9,1557.9859803745526,5,2016,,
2016-05-10,68,6978.0,19.4,1395.9867911642211,5,2016,,
2016-05-11,61,7512.0,20.0,1502.786256643625,5,2016,,
2016-05-12,55,7434.0,19.2,1487.186334719667,5,2016,,
2016-05-13,56,8370.0,16.6,1674.3853978071609,5,2016,,
2016-05-14,50,8136.0,10.1,1627.5856320352875,5,2016,,
2016-05-15,57,7674.0,8.7,1535.1860944856912,5,2016,,
2016-05-16,52,9048.0,9.7,1809.9847191461795,5,2016,,
2016-05-17,53,8550.0,9.4,1710.3852176316793,5,2016,,
2016-05-18,52,8184.0,14.7,1637.1855839884925,5,2016,,
2016-05-19,51,8352.0,17.8,1670.7854158247094,5,2016,,
2016-05-20,57,5790.0,17.7,1158.3879803224015,5,2016,,
2016-05-21,56,8382.0,19.0,1676.7853857954626,5,2016,,
2016-05-22,58,6516.0,22.5,1303.5872536146244,5,2016,,
2016-05-23,57,7824.0,20.9,1565.1859443394562,5,2016,,
2016-05-24,55,6312.0,15.9,1262.7874578135045,5,2016,,
2016-05-25,49,8196.0,13.8,1639.5855719767935,5,2016,,
2016-05-26,46,8124.0,14.0,1625.1856440469865,5,2016,,
2016-05-27,50,6084.0,16.2,1217.1876860357813,5,2016,,
2016-05-28,50,6174.0,18.8,1235.1875959480406,5,2016,,
2016-05-29,52,6984.0,21.6,1397.1867851583718,5,2016,,
2016-05-30,59,8670.0,21.2,1734.385097514691,5,2016,,
2016-05-31,59,8004.0,20.0,1601.1857641639742,5,2016,,
2016-06-01,64,7656.0,19.7,1531.586112503239,6,2016,55.53333333333333,7868.2
2016-06-02,63,8298.0,20.7,1659.9854698773538,6,2016,,
2016-06-03,69,8922.0,22.4,1784.7848452690164,6,2016,,
2016-06-04,67,9426.0,22.3,1885.5843407776676,6,2016,,
2016-06-05,61,8514.0,22.0,1703.1852536667755,6,2016,,
2016-06-06,62,9426.0,20.3,1885.5843407776676,6,2016,,
2016-06-07,53,9414.0,20.0,1883.1843527893661,6,2016,,
2016-06-08,50,7260.0,20.1,1452.3865088892996,6,2016,,
2016-06-09,48,6762.0,17.9,1352.7870073747995,6,2016,,
2016-06-10,53,7230.0,16.3,1446.3865389185464,6,2016,,
2016-06-11,51,7710.0,17.1,1542.3860584505949,6,2016,,
2016-06-12,59,6462.0,16.8,1292.7873076672693,6,2016,,
2016-06-13,66,8790.0,15.1,1758.3849773977033,6,2016,,
2016-06-14,58,8160.0,17.5,1632.3856080118899,6,2016,,
2016-06-15,53,8538.0,15.8,1707.985229643378,6,2016,,
2016-06-16,55,8094.0,18.0,1619.1856740762335,6,2016,,
2016-06-17,54,6918.0,15.7,1383.9868512227151,6,2016,,
2016-06-18,54,6894.0,17.1,1379.1868752461128,6,2016,,
2016-06-19,56,6840.0,17.0,1368.3869292987574,6,2016,,
2016-06-20,57,8562.0,17.8,1712.7852056199804,6,2016,,
2016-06-21,60,8754.0,18.9,1751.1850134327995,6,2016,,
2016-06-22,61,8058.0,22.3,1611.9857101113296,6,2016,,
2016-06-23,60,8316.0,26.2,1663.5854518598055,6,2016,,
2016-06-24,53,5916.0,28.3,1183.5878541995646,6,2016,,
2016-06-25,45,7272.0,25.9,1454.7864968776007,6,2016,,
2016-06-26,48,7794.0,19.2,1559.1859743687032,6,2016,,
2016-06-27,50,8964.0,18.8,1793.184803228071,6,2016,,
2016-06-28,44,7788.0,18.7,1557.9859803745526,6,2016,,
2016-06-29,44,6600.0,19.9,1320.3871695327332,6,2016,,
2016-06-30,48,6708.0,20.4,1341.987061427444,6,2016,,
2016-07-01,41,8742.0,22.9,1748.7850254444986,7,2016,56.67741935483871,7649.806451612903
2016-07-02,40,7116.0,18.7,1423.586653029685,7,2016,,
2016-07-03,46,8376.0,16.7,1675.5853918013117,7,2016,,
2016-07-04,50,8526.0,17.7,1705.5852416550765,7,2016,,
2016-07-05,47,8550.0,20.3,1710.3852176316793,7,2016,,
2016-07-06,51,9702.0,16.0,1940.784064508595,7,2016,,
2016-07-07,60,8442.0,17.0,1688.7853257369684,7,2016,,
2016-07-08,64,9024.0,20.3,1805.1847431695771,7,2016,,
2016-07-09,69,8532.0,18.4,1706.7852356492276,7,2016,,
2016-07-10,70,7374.0,25.0,1475.186394778161,7,2016,,
2016-07-11,70,9492.0,24.5,1898.784274713324,7,2016,,
2016-07-12,52,8130.0,21.6,1626.385638041137,7,2016,,
2016-07-13,48,9012.0,17.2,1802.7847551812758,7,2016,,
2016-07-14,48,9228.0,15.5,1845.9845389706973,7,2016,,
2016-07-15,54,7626.0,15.3,1525.5861425324865,7,2016,,
2016-07-16,58,6234.0,18.4,1247.1875358895466,7,2016,,
2016-07-17,63,5592.0,19.5,1118.7881785154318,7,2016,,
2016-07-18,67,7452.0,18.3,1490.786316702119,7,2016,,
2016-07-19,62,6744.0,19.3,1349.1870253923476,7,2016,,
2016-07-20,69,6870.0,22.3,1374.3868992695102,7,2016,,
2016-07-21,73,6924.0,23.7,1385.1868452168658,7,2016,,
2016-07-22,67,8844.0,23.8,1769.184923345059,7,2016,,
2016-07-23,63,6450.0,22.3,1290.387319678968,7,2016,,
2016-07-24,60,5892.0,22.9,1178.787878222962,7,2016,,
2016-07-25,62,7368.0,24.7,1473.9864007840106,7,2016,,
2016-07-26,53,7488.0,23.1,1497.9862806670224,7,2016,,
2016-07-27,49,6684.0,20.0,1337.1870854508416,7,2016,,
2016-07-28,51,7062.0,21.0,1412.7867070823295,7,2016,,
2016-07-29,50,6978.0,21.4,1395.9867911642211,7,2016,,
2016-07-30,49,6480.0,20.9,1296.387289649721,7,2016,,
2016-07-31,51,6210.0,19.5,1242.387559912944,7,2016,,
2016-08-01,53,10536.0,17.2,2107.5832296955286,8,2016,46.774193548387096,7908.967741935484
2016-08-02,51,10392.0,15.9,2078.7833738359145,8,2016,,
2016-08-03,49,9516.0,19.1,1903.5842506899264,8,2016,,
2016-08-04,52,9840.0,19.9,1968.3839263740592,8,2016,,
2016-08-05,49,9258.0,18.3,1851.9845089414505,8,2016,,
2016-08-06,44,9006.0,17.4,1801.5847611871247,8,2016,,
2016-08-07,46,5904.0,18.9,1181.1878662112629,8,2016,,
2016-08-08,40,7428.0,21.0,1485.9863407255164,8,2016,,
2016-08-09,37,6840.0,16.0,1368.3869292987574,8,2016,,
2016-08-10,38,7506.0,13.4,1501.5862626494745,8,2016,,
2016-08-11,45,8526.0,13.5,1705.5852416550765,8,2016,,
2016-08-12,43,8256.0,16.1,1651.5855119182995,8,2016,,
2016-08-13,38,6762.0,21.3,1352.7870073747995,8,2016,,
2016-08-14,38,5778.0,18.4,1155.9879923341005,8,2016,,
2016-08-15,42,7404.0,16.0,1481.1863647489138,8,2016,,
2016-08-16,44,7134.0,15.1,1427.1866350121368,8,2016,,
2016-08-17,47,6540.0,15.0,1308.3872295912272,8,2016,,
2016-08-18,46,8670.0,15.9,1734.385097514691,8,2016,,
2016-08-19,45,8028.0,19.7,1605.9857401405768,8,2016,,
2016-08-20,36,6318.0,20.4,1263.9874518076547,8,2016,,
2016-08-21,44,8214.0,17.6,1643.1855539592457,8,2016,,
2016-08-22,49,6654.0,18.7,1331.1871154800886,8,2016,,
2016-08-23,48,8082.0,19.6,1616.7856860879322,8,2016,,
2016-08-24,49,8430.0,22.3,1686.385337748667,8,2016,,
2016-08-25,52,7140.0,23.3,1428.3866290062876,8,2016,,
2016-08-26,55,8082.0,25.7,1616.7856860879322,8,2016,,
2016-08-27,48,7626.0,24.3,1525.5861425324865,8,2016,,
2016-08-28,49,6990.0,25.6,1398.3867791525226,8,2016,,
2016-08-29,60,6840.0,19.7,1368.3869292987574,8,2016,,
2016-08-30,59,8592.0,16.7,1718.7851755907336,8,2016,,
2016-08-31,54,8886.0,19.2,1777.5848813041127,8,2016,,
2016-09-01,52,9318.0,20.2,1863.9844488829565,9,2016,72.4,7675.6
2016-09-02,61,9366.0,19.6,1873.5844008361612,9,2016,,
2016-09-03,55,7380.0,20.9,1476.3863887723114,9,2016,,
2016-09-04,69,7536.0,18.1,1507.5862326202273,9,2016,,
2016-09-05,73,7548.0,17.2,1509.9862206085284,9,2016,,
2016-09-06,67,7560.0,17.0,1512.3862085968294,9,2016,,
2016-09-07,64,8568.0,19.1,1713.9851996141308,9,2016,,
2016-09-08,67,8748.0,22.4,1749.9850194386493,9,2016,,
2016-09-09,62,6582.0,20.9,1316.7871875502813,9,2016,,
2016-09-10,59,7374.0,20.9,1475.186394778161,9,2016,,
2016-09-11,68,8202.0,23.2,1640.7855659709442,9,2016,,
2016-09-12,72,6564.0,24.1,1313.1872055678293,9,2016,,
2016-09-13,65,7230.0,24.7,1446.3865389185464,9,2016,,
2016-09-14,68,8514.0,23.2,1703.1852536667755,9,2016,,
2016-09-15,75,8280.0,20.9,1656.385487894902,9,2016,,
2016-09-16,71,7824.0,20.9,1565.1859443394562,9,2016,,
2016-09-17,74,6660.0,17.9,1332.3871094742392,9,2016,,
2016-09-18,81,6126.0,16.1,1225.5876439948356,9,2016,,
2016-09-19,75,7926.0,15.7,1585.5858422400165,9,2016,,
2016-09-20,72,7362.0,13.9,1472.7864067898597,9,2016,,
2016-09-21,80,8532.0,15.5,1706.7852356492276,9,2016,,
2016-09-22,77,8286.0,14.0,1657.5854818890527,9,2016,,
2016-09-23,76,5808.0,15.9,1161.9879623048535,9,2016,,
2016-09-24,71,7842.0,14.6,1568.785926321908,9,2016,,
2016-09-25,79,5328.0,16.0,1065.9884427728052,9,2016,,
2016-09-26,80,8550.0,15.5,1710.3852176316793,9,2016,,
2016-09-27,90,7638.0,15.7,1527.9861305207874,9,2016,,
2016-09-28,89,6924.0,17.0,1385.1868452168658,9,2016,,
2016-09-29,89,8172.0,20.6,1634.7855960001914,9,2016,,
2016-09-30,91,8520.0,15.6,1704.3852476609266,9,2016,,
2016-10-01,72,6492.0,12.9,1298.7872776380225,10,2016,75.64516129032258,6996.580645161291
2016-10-02,77,7872.0,12.9,1574.7858962926612,10,2016,,
2016-10-03,83,8004.0,12.2,1601.1857641639742,10,2016,,
2016-10-04,85,7398.0,12.6,1479.9863707547636,10,2016,,
2016-10-05,83,8136.0,8.9,1627.5856320352875,10,2016,,
2016-10-06,77,7020.0,10.6,1404.3867491232754,10,2016,,
2016-10-07,84,6072.0,10.0,1214.78769804748,10,2016,,
2016-10-08,77,7176.0,9.4,1435.586592971191,10,2016,,
2016-10-09,81,7842.0,8.3,1568.785926321908,10,2016,,
2016-10-10,91,7818.0,7.4,1563.9859503453056,10,2016,,
2016-10-11,80,7908.0,7.8,1581.9858602575644,10,2016,,
2016-10-12,81,6396.0,7.3,1279.5873737316126,10,2016,,
2016-10-13,84,6930.0,7.2,1386.3868392110166,10,2016,,
2016-10-14,90,7728.0,8.1,1545.9860404330466,10,2016,,
2016-10-15,86,6954.0,8.8,1391.1868151876188,10,2016,,
2016-10-16,86,7614.0,8.9,1523.1861545441848,10,2016,,
2016-10-17,90,6666.0,7.8,1333.5871034683898,10,2016,,
2016-10-18,78,7200.0,9.7,1440.3865689477936,10,2016,,
2016-10-19,75,8094.0,9.5,1619.1856740762335,10,2016,,
2016-10-20,73,7440.0,8.1,1488.3863287138174,10,2016,,
2016-10-21,77,6234.0,8.0,1247.1875358895466,10,2016,,
2016-10-22,75,6660.0,7.6,1332.3871094742392,10,2016,,
2016-10-23,70,5004.0,7.8,1001.1887670886726,10,2016,,
2016-10-24,73,8544.0,7.8,1709.1852236375287,10,2016,,
2016-10-25,59,6204.0,8.3,1241.187565918793,10,2016,,
2016-10-26,57,6108.0,6.6,1221.9876620123837,10,2016,,
2016-10-27,60,6366.0,8.7,1273.5874037608596,10,2016,,
2016-10-28,61,5430.0,11.4,1086.3883406733655,10,2016,,
2016-10-29,50,7980.0,8.9,1596.385788187372,10,2016,,
2016-10-30,59,5730.0,7.4,1146.3880403808955,10,2016,,
2016-10-31,71,5874.0,7.0,1175.1878962405099,10,2016,,
2016-11-01,65,9600.0,9.9,1920.3841666080348,11,2016,60.833333333333336,6846.6
2016-11-02,66,6576.0,5.9,1315.5871935561306,11,2016,,
2016-11-03,62,8352.0,3.2,1670.7854158247094,11,2016,,
2016-11-04,62,6984.0,5.8,1397.1867851583718,11,2016,,
2016-11-05,47,5562.0,6.6,1112.7882085446788,11,2016,,
2016-11-06,48,6366.0,5.6,1273.5874037608596,11,2016,,
2016-11-07,57,7098.0,4.2,1419.9866710472334,11,2016,,
2016-11-08,57,6552.0,3.1,1310.7872175795285,11,2016,,
2016-11-09,55,6966.0,1.3,1393.5868031759198,11,2016,,
2016-11-10,55,5730.0,0.8,1146.3880403808955,11,2016,,
2016-11-11,57,7110.0,0.8,1422.3866590355344,11,2016,,
2016-11-12,44,7140.0,-1.1,1428.3866290062876,11,2016,,
2016-11-13,48,6072.0,-1.9,1214.78769804748,11,2016,,
2016-11-14,58,7710.0,-0.1,1542.3860584505949,11,2016,,
2016-11-15,64,8190.0,3.0,1638.385577982643,11,2016,,
2016-11-16,61,5598.0,7.8,1119.9881725095825,11,2016,,
2016-11-17,62,6684.0,9.5,1337.1870854508416,11,2016,,
2016-11-18,64,6276.0,9.7,1255.5874938486004,11,2016,,
2016-11-19,59,5820.0,6.3,1164.3879502931547,11,2016,,
2016-11-20,72,5160.0,7.0,1032.3886109365885,11,2016,,
2016-11-21,70,7998.0,9.9,1599.9857701698236,11,2016,,
2016-11-22,67,6852.0,10.0,1370.7869172870585,11,2016,,
2016-11-23,73,8256.0,7.5,1651.5855119182995,11,2016,,
2016-11-24,78,7494.0,5.4,1499.186274661173,11,2016,,
2016-11-25,76,7722.0,1.8,1544.786046438896,11,2016,,
2016-11-26,67,6438.0,0.8,1287.987331690667,11,2016,,
2016-11-27,65,5526.0,4.1,1105.5882445797752,11,2016,,
2016-11-28,62,6558.0,-0.3,1311.9872115736791,11,2016,,
2016-11-29,55,6624.0,-3.0,1325.1871455093356,11,2016,,
2016-11-30,49,6384.0,1.0,1277.1873857433113,11,2016,,
2016-12-01,43,6450.0,6.6,1290.387319678968,12,2016,60.25806451612903,6351.870967741936
2016-12-02,46,8436.0,4.0,1687.5853317428173,12,2016,,
2016-12-03,45,5748.0,-1.5,1149.9880223633475,12,2016,,
2016-12-04,51,5532.0,-1.8,1106.7882385739258,12,2016,,
2016-12-05,50,7674.0,-3.0,1535.1860944856912,12,2016,,
2016-12-06,47,7422.0,0.3,1484.7863467313653,12,2016,,
2016-12-07,55,7086.0,2.3,1417.5866830589318,12,2016,,
2016-12-08,60,6174.0,7.6,1235.1875959480406,12,2016,,
2016-12-09,57,6120.0,7.8,1224.3876500006847,12,2016,,
2016-12-10,56,6942.0,9.0,1388.7868271993177,12,2016,,
2016-12-11,60,7098.0,7.2,1419.9866710472334,12,2016,,
2016-12-12,70,7506.0,3.5,1501.5862626494745,12,2016,,
2016-12-13,68,7116.0,1.9,1423.586653029685,12,2016,,
2016-12-14,71,5934.0,3.9,1187.187836182016,12,2016,,
2016-12-15,70,5118.0,2.7,1023.988652977534,12,2016,,
2016-12-16,62,5802.0,1.3,1160.7879683107028,12,2016,,
2016-12-17,57,6642.0,-1.1,1328.7871274917873,12,2016,,
2016-12-18,62,4692.0,4.1,938.7890793928411,12,2016,,
2016-12-19,61,6798.0,4.4,1359.9869713397031,12,2016,,
2016-12-20,51,6480.0,0.3,1296.387289649721,12,2016,,
2016-12-21,49,5244.0,-0.1,1049.1885268546966,12,2016,,
2016-12-22,49,6000.0,0.8,1200.3877701176727,12,2016,,
2016-12-23,48,5496.0,3.2,1099.5882746090222,12,2016,,
2016-12-24,44,5172.0,4.7,1034.7885989248896,12,2016,,
2016-12-25,50,6030.0,7.4,1206.3877400884255,12,2016,,
2016-12-26,61,6714.0,8.1,1343.1870554215946,12,2016,,
2016-12-27,80,6828.0,6.3,1365.986941310456,12,2016,,
2016-12-28,91,6096.0,5.9,1219.5876740240824,12,2016,,
2016-12-29,96,7326.0,3.4,1465.586442824956,12,2016,,
2016-12-30,92,5478.0,-0.2,1095.9882926265702,12,2016,,
2016-12-31,66,5754.0,0.4,1151.188016357498,12,2016,,
2017-01-01,60,6336.0,3.2,1267.5874337901066,1,2017,64.83870967741936,6185.806451612903
2017-01-02,70,8550.0,0.3,1710.3852176316793,1,2017,,
2017-01-03,74,8238.0,2.6,1647.9855299358478,1,2017,,
2017-01-04,76,7902.0,2.5,1580.7858662634144,1,2017,,
2017-01-05,76,8268.0,-3.0,1653.9854999066006,1,2017,,
2017-01-06,71,6054.0,-6.5,1211.1877160650286,1,2017,,
2017-01-07,81,7152.0,-5.4,1430.7866169945887,1,2017,,
2017-01-08,88,6318.0,-2.3,1263.9874518076547,1,2017,,
2017-01-09,89,5418.0,-1.1,1083.9883526850642,1,2017,,
2017-01-10,80,5376.0,-1.5,1075.58839472601,1,2017,,
2017-01-11,73,5976.0,-2.5,1195.5877941410706,1,2017,,
2017-01-12,55,6414.0,3.3,1283.1873557140646,1,2017,,
2017-01-13,47,5496.0,1.5,1099.5882746090222,1,2017,,
2017-01-14,49,4668.0,0.2,933.9891034162387,1,2017,,
2017-01-15,53,4074.0,0.2,815.1896979953291,1,2017,,
2017-01-16,58,6300.0,-2.2,1260.387469825203,1,2017,,
2017-01-17,52,6948.0,-4.2,1389.9868211934681,1,2017,,
2017-01-18,50,4920.0,-4.7,984.3888511705643,1,2017,,
2017-01-19,55,4938.0,-2.5,987.988833153016,1,2017,,
2017-01-20,62,6870.0,0.1,1374.3868992695102,1,2017,,
2017-01-21,58,5592.0,1.8,1118.7881785154318,1,2017,,
2017-01-22,60,6618.0,0.4,1323.987151515185,1,2017,,
2017-01-23,65,7248.0,-2.9,1449.9865209009986,1,2017,,
2017-01-24,63,5400.0,-0.9,1080.3883707026123,1,2017,,
2017-01-25,57,4860.0,0.2,972.3889112290582,1,2017,,
2017-01-26,66,5196.0,0.7,1039.588574901492,1,2017,,
2017-01-27,73,6330.0,-0.8,1266.387439795956,1,2017,,
2017-01-28,62,5442.0,-2.7,1088.7883286616666,1,2017,,
2017-01-29,64,5742.0,1.3,1148.7880283691968,1,2017,,
2017-01-30,67,7212.0,0.8,1442.7865569360947,1,2017,,
2017-01-31,56,5904.0,0.1,1181.1878662112629,1,2017,,
2017-02-01,48,6786.0,-0.2,1357.5869833514018,2,2017,57.535714285714285,6910.928571428572
2017-02-02,50,8844.0,-1.3,1769.184923345059,2,2017,,
2017-02-03,54,7494.0,1.7,1499.186274661173,2,2017,,
2017-02-04,44,6666.0,2.4,1333.5871034683898,2,2017,,
2017-02-05,48,5898.0,1.6,1179.9878722171125,2,2017,,
2017-02-06,58,8844.0,-0.8,1769.184923345059,2,2017,,
2017-02-07,60,6798.0,-1.2,1359.9869713397031,2,2017,,
2017-02-08,65,8664.0,-3.8,1733.1851035205407,2,2017,,
2017-02-09,60,6204.0,-4.1,1241.187565918793,2,2017,,
2017-02-10,66,7032.0,-3.1,1406.7867371115765,2,2017,,
2017-02-11,62,7638.0,-2.4,1527.9861305207874,2,2017,,
2017-02-12,58,7398.0,-2.2,1479.9863707547636,2,2017,,
2017-02-13,62,5724.0,-2.9,1145.188046386745,2,2017,,
2017-02-14,56,6816.0,-1.7,1363.5869533221546,2,2017,,
2017-02-15,60,5868.0,3.3,1173.9879022463595,2,2017,,
2017-02-16,67,7812.0,4.5,1562.7859563511552,2,2017,,
2017-02-17,63,7272.0,4.8,1454.7864968776007,2,2017,,
2017-02-18,52,7464.0,3.7,1493.18630469042,2,2017,,
2017-02-19,54,5268.0,4.5,1053.9885028312992,2,2017,,
2017-02-20,57,5814.0,7.1,1163.187956299004,2,2017,,
2017-02-21,58,5820.0,7.4,1164.3879502931547,2,2017,,
2017-02-22,60,7056.0,7.3,1411.586713088179,2,2017,,
2017-02-23,58,8088.0,6.9,1617.9856800820828,2,2017,,
2017-02-24,64,6696.0,3.5,1339.5870734391428,2,2017,,
2017-02-25,57,5388.0,3.3,1077.9883827143112,2,2017,,
2017-02-26,57,5994.0,8.2,1199.187776123522,2,2017,,
2017-02-27,58,6822.0,10.3,1364.7869473163055,2,2017,,
2017-02-28,55,7338.0,8.9,1467.9864308132574,2,2017,,
