date,n_sick,calls,temp,drivers_predicted,month,year,n_sick_monthly,calls_monthly
2019-04-15,71,10746.0,7.9,2149.5830194908,4,2019,,
2019-04-16,71,8286.0,9.4,1657.5854818890527,4,2019,,
2019-04-17,73,9072.0,11.8,1814.7846951227814,4,2019,,
2019-04-18,81,9522.0,14.6,1904.784244684077,4,2019,,
2019-04-19,81,9312.0,15.6,1862.7844548888056,4,2019,,
2019-04-20,77,10008.0,13.8,2001.983758210276,4,2019,,
2019-04-21,78,9588.0,14.7,1917.9841786197335,4,2019,,
2019-04-22,81,8058.0,13.7,1611.9857101113296,4,2019,,
2019-04-23,89,10218.0,14.9,2043.983548005547,4,2019,,
2019-04-24,91,10692.0,17.6,2138.7830735434445,4,2019,,
2019-04-25,82,8862.0,19.2,1772.7849053275104,4,2019,,
2019-04-26,80,8532.0,18.8,1706.7852356492276,4,2019,,
2019-04-27,79,8670.0,13.0,1734.385097514691,4,2019,,
2019-04-28,80,7314.0,10.2,1463.186454836655,4,2019,,
2019-04-29,80,9192.0,10.5,1838.7845750057934,4,2019,,
2019-04-30,76,10296.0,11.3,2059.5834699295046,4,2019,,
2019-05-01,69,10494.0,12.5,2099.1832717364746,5,2019,76.81481481481481,9744.444444444445
2019-05-02,70,9606.0,10.2,1921.5841606021854,5,2019,,
2019-05-03,74,11742.0,8.4,2348.7820225198,5,2019,,
2019-05-04,66,11334.0,6.8,2267.182430917559,5,2019,,
2019-05-05,75,10044.0,6.7,2009.18372217518,5,2019,,
2019-05-06,67,10464.0,8.0,2093.1833017657223,5,2019,,
2019-05-07,78,10944.0,8.5,2189.18282129777,5,2019,,
2019-05-08,80,10368.0,12.2,2073.983397859312,5,2019,,
2019-05-09,76,9648.0,13.8,1929.98411856124,5,2019,,
2019-05-10,80,10638.0,12.7,2127.9831275960887,5,2019,,
2019-05-11,69,8454.0,11.1,1691.1853137252695,5,2019,,
2019-05-12,78,8040.0,11.7,1608.3857281288779,5,2019,,
2019-05-13,82,10698.0,10.3,2139.9830675375947,5,2019,,
2019-05-14,81,9480.0,8.9,1896.3842867250228,5,2019,,
2019-05-15,81,9528.0,8.6,1905.9842386782282,5,2019,,
